,Year,Braut,tegund_nams,kk,kv,samtals_inn
1688,2020,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,7,11,18
1689,2020,Guðfræði- og trúarbragðafræðideild,,37,35,72
1690,2020,Guðfræði- og trúarbragðafræðideild,Grunnnám,19,22,41
1691,2020,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,0,1,1
1692,2020,Guðfræði- og trúarbragðafræðideild,Meistarapróf,16,11,27
1693,2020,Guðfræði- og trúarbragðafræðideild,Doktorspróf,2,1,3
1694,2020,Íslensku- og menningardeild,,295,719,1014
1695,2020,Íslensku- og menningardeild,Grunnnám,169,468,637
1696,2020,Íslensku- og menningardeild,Viðbótarnám,1,6,7
1697,2020,Íslensku- og menningardeild,Meistarapróf,97,205,302
1698,2020,Íslensku- og menningardeild,Doktorspróf,28,40,68
1699,2020,Sagnfræði- og heimspekideild,,267,225,492
1700,2020,Sagnfræði- og heimspekideild,Grunnnám,159,84,243
1701,2020,Sagnfræði- og heimspekideild,Viðbótarnám,7,29,36
1702,2020,Sagnfræði- og heimspekideild,Meistarapróf,76,90,166
1703,2020,Sagnfræði- og heimspekideild,Doktorspróf,25,22,47
1704,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,179,260,439
1705,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,145,190,335
1706,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,5,22,27
1707,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,29,48,77
1708,2020,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1709,2020,Kennaradeild,,250,1199,1449
1710,2020,Kennaradeild,Grunnnám,143,535,678
1711,2020,Kennaradeild,Viðbótarnám,26,162,188
1712,2020,Kennaradeild,Meistarapróf,81,502,583
1713,2020,Kennaradeild,Doktorspróf,0,0,0
1714,2020,Uppeldis- og menntunarfræðideild,,87,625,712
1715,2020,Uppeldis- og menntunarfræðideild,Grunnnám,42,339,381
1716,2020,Uppeldis- og menntunarfræðideild,Viðbótarnám,3,64,67
1717,2020,Uppeldis- og menntunarfræðideild,Meistarapróf,27,184,211
1718,2020,Uppeldis- og menntunarfræðideild,Doktorspróf,15,38,53
1719,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,580,236,816
1720,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,480,203,683
1721,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1722,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,84,25,109
1723,2020,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,16,8,24
1724,2020,Jarðvísindadeild,,68,106,174
1725,2020,Jarðvísindadeild,Grunnnám,26,39,65
1726,2020,Jarðvísindadeild,Viðbótarnám,0,0,0
1727,2020,Jarðvísindadeild,Meistarapróf,32,50,82
1728,2020,Jarðvísindadeild,Doktorspróf,10,17,27
1729,2020,Líf- og umhverfisvísindadeild,,152,282,434
1730,2020,Líf- og umhverfisvísindadeild,Grunnnám,95,191,286
1731,2020,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1732,2020,Líf- og umhverfisvísindadeild,Meistarapróf,41,60,101
1733,2020,Líf- og umhverfisvísindadeild,Doktorspróf,16,31,47
1734,2020,Rafmagns- og tölvuverkfræðideild,,129,33,162
1735,2020,Rafmagns- og tölvuverkfræðideild,Grunnnám,111,29,140
1736,2020,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1737,2020,Rafmagns- og tölvuverkfræðideild,Meistarapróf,15,3,18
1738,2020,Rafmagns- og tölvuverkfræðideild,Doktorspróf,3,1,4
1739,2020,Raunvísindadeild,,248,158,406
1740,2020,Raunvísindadeild,Grunnnám,158,127,285
1741,2020,Raunvísindadeild,Viðbótarnám,0,0,0
1742,2020,Raunvísindadeild,Meistarapróf,52,17,69
1743,2020,Raunvísindadeild,Doktorspróf,38,14,52
1744,2020,Umhverfis- og byggingaverkfræðideild,,90,73,163
1745,2020,Umhverfis- og byggingaverkfræðideild,Grunnnám,51,57,108
1746,2020,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1747,2020,Umhverfis- og byggingaverkfræðideild,Meistarapróf,32,12,44
1748,2020,Umhverfis- og byggingaverkfræðideild,Doktorspróf,7,4,11
1749,2021,Félags- og mannvísindadeild,,194,749,943
1750,2021,Félags- og mannvísindadeild,Grunnnám,94,288,382
1751,2021,Félags- og mannvísindadeild,Viðbótarnám,28,116,144
1752,2021,Félags- og mannvísindadeild,Meistarapróf,59,294,353
1753,2021,Félags- og mannvísindadeild,Doktorspróf,13,51,64
1754,2021,Félagsráðgjafardeild,,47,502,549
1755,2021,Félagsráðgjafardeild,Grunnnám,39,360,399
1756,2021,Félagsráðgjafardeild,Viðbótarnám,4,44,48
1757,2021,Félagsráðgjafardeild,Meistarapróf,4,94,98
1758,2021,Félagsráðgjafardeild,Doktorspróf,0,4,4
1759,2021,Hagfræðideild,,185,183,368
1760,2021,Hagfræðideild,Grunnnám,141,160,301
1761,2021,Hagfræðideild,Viðbótarnám,10,13,23
1762,2021,Hagfræðideild,Meistarapróf,27,7,34
1763,2021,Hagfræðideild,Doktorspróf,7,3,10
1764,2021,Lagadeild,,207,285,492
1765,2021,Lagadeild,Grunnnám,138,173,311
1766,2021,Lagadeild,Viðbótarnám,0,0,0
1767,2021,Lagadeild,Meistarapróf,66,110,176
1768,2021,Lagadeild,Doktorspróf,3,2,5
1769,2021,Stjórnmálafræðideild,,314,579,893
1770,2021,Stjórnmálafræðideild,Grunnnám,103,96,199
1771,2021,Stjórnmálafræðideild,Viðbótarnám,120,284,404
1772,2021,Stjórnmálafræðideild,Meistarapróf,86,195,281
1773,2021,Stjórnmálafræðideild,Doktorspróf,5,4,9
1774,2021,Viðskiptafræðideild,,559,845,1404
1775,2021,Viðskiptafræðideild,Grunnnám,349,362,711
1776,2021,Viðskiptafræðideild,Viðbótarnám,38,27,65
1777,2021,Viðskiptafræðideild,Meistarapróf,165,440,605
1778,2021,Viðskiptafræðideild,Doktorspróf,7,16,23
1779,2021,Hjúkrunarfræðideild,,34,773,807
1780,2021,Hjúkrunarfræðideild,Grunnnám,28,547,575
1781,2021,Hjúkrunarfræðideild,Viðbótarnám,6,87,93
1782,2021,Hjúkrunarfræðideild,Meistarapróf,0,123,123
1783,2021,Hjúkrunarfræðideild,Doktorspróf,0,16,16
1784,2021,Lyfjafræðideild,,52,135,187
1785,2021,Lyfjafræðideild,Grunnnám,26,85,111
1786,2021,Lyfjafræðideild,Viðbótarnám,0,0,0
1787,2021,Lyfjafræðideild,Meistarapróf,21,41,62
1788,2021,Lyfjafræðideild,Doktorspróf,5,9,14
1789,2021,Læknadeild,,327,805,1132
1790,2021,Læknadeild,Grunnnám,173,504,677
1791,2021,Læknadeild,Viðbótarnám,53,108,161
1792,2021,Læknadeild,Meistarapróf,67,137,204
1793,2021,Læknadeild,Doktorspróf,34,56,90
1794,2021,Matvæla- og næringarfræðideild,,59,139,198
1795,2021,Matvæla- og næringarfræðideild,Grunnnám,47,85,132
1796,2021,Matvæla- og næringarfræðideild,Viðbótarnám,0,0,0
1797,2021,Matvæla- og næringarfræðideild,Meistarapróf,10,38,48
1798,2021,Matvæla- og næringarfræðideild,Doktorspróf,2,16,18
1799,2021,Sálfræðideild,,234,555,789
1800,2021,Sálfræðideild,Grunnnám,204,480,684
1801,2021,Sálfræðideild,Viðbótarnám,0,0,0
1802,2021,Sálfræðideild,Meistarapróf,22,66,88
1803,2021,Sálfræðideild,Doktorspróf,8,9,17
1804,2021,Tannlæknadeild,,15,63,78
1805,2021,Tannlæknadeild,Grunnnám,11,60,71
1806,2021,Tannlæknadeild,Viðbótarnám,0,0,0
1807,2021,Tannlæknadeild,Meistarapróf,3,2,5
1808,2021,Tannlæknadeild,Doktorspróf,1,1,2
1809,2021,"Deild erlendra tungumála, bókmennta og málvísinda",,263,572,835
1810,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Grunnnám,230,479,709
1811,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Viðbótarnám,0,0,0
1812,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Meistarapróf,28,80,108
1813,2021,"Deild erlendra tungumála, bókmennta og málvísinda",Doktorspróf,5,13,18
1814,2021,Guðfræði- og trúarbragðafræðideild,,37,33,70
1815,2021,Guðfræði- og trúarbragðafræðideild,Grunnnám,23,22,45
1816,2021,Guðfræði- og trúarbragðafræðideild,Viðbótarnám,1,1,2
1817,2021,Guðfræði- og trúarbragðafræðideild,Meistarapróf,12,10,22
1818,2021,Guðfræði- og trúarbragðafræðideild,Doktorspróf,1,0,1
1819,2021,Íslensku- og menningardeild,,318,802,1120
1820,2021,Íslensku- og menningardeild,Grunnnám,183,524,707
1821,2021,Íslensku- og menningardeild,Viðbótarnám,2,6,8
1822,2021,Íslensku- og menningardeild,Meistarapróf,101,234,335
1823,2021,Íslensku- og menningardeild,Doktorspróf,32,38,70
1824,2021,Sagnfræði- og heimspekideild,,317,268,585
1825,2021,Sagnfræði- og heimspekideild,Grunnnám,179,100,279
1826,2021,Sagnfræði- og heimspekideild,Viðbótarnám,18,43,61
1827,2021,Sagnfræði- og heimspekideild,Meistarapróf,90,100,190
1828,2021,Sagnfræði- og heimspekideild,Doktorspróf,30,25,55
1829,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",,224,347,571
1830,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Grunnnám,176,217,393
1831,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Viðbótarnám,25,90,115
1832,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Meistarapróf,23,40,63
1833,2021,"Íþrótta-, tómstunda- og þroskaþjálfadeild",Doktorspróf,0,0,0
1834,2021,Kennaradeild,,328,1567,1895
1835,2021,Kennaradeild,Grunnnám,167,643,810
1836,2021,Kennaradeild,Viðbótarnám,100,633,733
1837,2021,Kennaradeild,Meistarapróf,61,291,352
1838,2021,Kennaradeild,Doktorspróf,0,0,0
1839,2021,Uppeldis- og menntunarfræðideild,,96,662,758
1840,2021,Uppeldis- og menntunarfræðideild,Grunnnám,41,358,399
1841,2021,Uppeldis- og menntunarfræðideild,Viðbótarnám,3,38,41
1842,2021,Uppeldis- og menntunarfræðideild,Meistarapróf,36,216,252
1843,2021,Uppeldis- og menntunarfræðideild,Doktorspróf,16,50,66
1844,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",,632,255,887
1845,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Grunnnám,495,216,711
1846,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Viðbótarnám,0,0,0
1847,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Meistarapróf,118,30,148
1848,2021,"Iðnaðarverkfræði-, vélaverkfræði- og tölvunarfræðideild",Doktorspróf,19,9,28
1849,2021,Jarðvísindadeild,,71,124,195
1850,2021,Jarðvísindadeild,Grunnnám,34,45,79
1851,2021,Jarðvísindadeild,Viðbótarnám,0,0,0
1852,2021,Jarðvísindadeild,Meistarapróf,29,65,94
1853,2021,Jarðvísindadeild,Doktorspróf,8,14,22
1854,2021,Líf- og umhverfisvísindadeild,,161,300,461
1855,2021,Líf- og umhverfisvísindadeild,Grunnnám,104,205,309
1856,2021,Líf- og umhverfisvísindadeild,Viðbótarnám,0,0,0
1857,2021,Líf- og umhverfisvísindadeild,Meistarapróf,41,64,105
1858,2021,Líf- og umhverfisvísindadeild,Doktorspróf,16,31,47
1859,2021,Rafmagns- og tölvuverkfræðideild,,153,33,186
1860,2021,Rafmagns- og tölvuverkfræðideild,Grunnnám,141,28,169
1861,2021,Rafmagns- og tölvuverkfræðideild,Viðbótarnám,0,0,0
1862,2021,Rafmagns- og tölvuverkfræðideild,Meistarapróf,9,4,13
1863,2021,Rafmagns- og tölvuverkfræðideild,Doktorspróf,3,1,4
1864,2021,Raunvísindadeild,,257,197,454
1865,2021,Raunvísindadeild,Grunnnám,164,156,320
1866,2021,Raunvísindadeild,Viðbótarnám,0,0,0
1867,2021,Raunvísindadeild,Meistarapróf,52,24,76
1868,2021,Raunvísindadeild,Doktorspróf,41,17,58
1869,2021,Umhverfis- og byggingaverkfræðideild,,100,90,190
1870,2021,Umhverfis- og byggingaverkfræðideild,Grunnnám,55,61,116
1871,2021,Umhverfis- og byggingaverkfræðideild,Viðbótarnám,0,0,0
1872,2021,Umhverfis- og byggingaverkfræðideild,Meistarapróf,38,23,61
1873,2021,Umhverfis- og byggingaverkfræðideild,Doktorspróf,7,6,13
